pre_mtype,post_mtype,gsyn,gsynSD,nrrp,dtc,dtcSD,u,uSD,d,dSD,f,fSD,gsynSRSF,uHillCoefficient,synapse_type,nrrpSD,spinevol,spinevolSD,u_gsyn_r,gsyn_nrrp_r,spinevol_nrrp_r,spinevol_gsyn_r,gsynDist,nrrpDist,uDist,dDist,fDist,spinevolDist
L4_SSC,L5_TPC:C,0.62,0.3,1.2,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L5STPC,1.2,0.05707298635968963,0.027615961141785304,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L5_UPC,0.62,0.3,1.2,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L5STPC,1.2,0.05707298635968963,0.027615961141785304,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_BPC,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.03958287763655893,0.018410640761190204,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_HPC,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.03958287763655893,0.018410640761190204,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_IPC,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.03958287763655893,0.018410640761190204,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_TPC:A,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.03958287763655893,0.018410640761190204,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_TPC:C,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.03958287763655893,0.018410640761190204,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_UPC,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.03958287763655893,0.018410640761190204,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L4_SSC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.058415880156388204,0.030215110425718037,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L4_TPC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.058415880156388204,0.030215110425718037,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L4_UPC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.058415880156388204,0.030215110425718037,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L4_SSC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.058415880156388204,0.030215110425718037,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L4_TPC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.058415880156388204,0.030215110425718037,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L4_UPC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.058415880156388204,0.030215110425718037,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L5_TPC:A,1.94,1.0,2.8,1.74,0.18,0.38,0.1,365.6,100.15,25.7,45.87,0.55,2.79,E2_L5TTPC,2.8,0.1628258728497028,0.08393086229366123,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L5_TPC:B,1.94,1.0,2.8,1.74,0.18,0.38,0.1,365.6,100.15,25.7,45.87,0.55,2.79,E2_L5TTPC,2.8,0.1628258728497028,0.08393086229366123,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.55,2.79,E2,1.5,0.05707298635968964,0.03692957940921094,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L5_TPC:A,1.94,1.0,2.8,1.74,0.18,0.38,0.1,365.6,100.15,25.7,45.87,0.55,2.79,E2_L5TTPC,2.8,0.1628258728497028,0.08393086229366123,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L5_TPC:B,1.94,1.0,2.8,1.74,0.18,0.38,0.1,365.6,100.15,25.7,45.87,0.55,2.79,E2_L5TTPC,2.8,0.1628258728497028,0.08393086229366123,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.55,2.79,E2,1.5,0.05707298635968964,0.03692957940921094,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.55,2.79,E2,1.5,0.05707298635968964,0.03692957940921094,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.55,2.79,E2,1.5,0.05707298635968964,0.03692957940921094,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L5_TPC:C,0.9,0.3,1.0,1.74,0.18,0.39,0.03,690.0,90.0,44.0,21.0,0.55,2.79,E2_L5STPC,1.0,0.07553777606429511,0.02517925868809837,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L5_UPC,0.9,0.3,1.0,1.74,0.18,0.39,0.03,690.0,90.0,44.0,21.0,0.7,2.79,E2_L5STPC,1.0,0.08284788342535591,0.027615961141785304,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:C,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_UPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
